City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
Jurupa Valley,California,Riverside County,United States,91752,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-16 05:37:46,2021-05-17 01:29:07,2020-12-17 00:46:06,2021-07-21,2021-05-17,,,2020-12-17 00:42:30,,,,Open,,entire company,8610,5,4,1,2,,,
Fremont,California,Alameda County,United States,94536,,Salesperson 1,Salesperson 1,5977.4,USD,5977.4,USD,50,,Sales,,Quote,2020-12-16 05:33:53,2021-05-17 05:17:55,2020-12-16 06:37:25,2021-06-09,2021-05-12,,2021-05-15 00:43:48,2021-05-17 05:17:51,,,,Open,,entire company,8609,15,12,3,34,,,
Pittsburgh,Pennsylvania,Allegheny County,United States,15232,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-16 05:05:39,2021-04-30 12:45:58,2021-01-13 03:39:46,2021-07-22,2021-03-17,,,2020-12-16 06:35:14,,,,Open,,entire company,8608,2,2,0,1,,,
Columbia,New Jersey,Warren County,United States,07832,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-16 01:51:05,2021-05-07 00:22:43,2021-03-31 01:37:57,,2021-03-30,,2021-02-15 21:15:43,2021-02-23 01:56:18,2021-03-31 21:18:58,2021-03-31 21:18:58,,Lost,Unresponsive,entire company,8607,4,2,2,2,,,
Kensington,California,Contra Costa County,United States,94707,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-16 01:23:44,2021-05-19 04:32:12,2020-12-16 01:30:18,2021-06-16,2021-05-19,,,2021-05-19 04:31:49,,,,Open,,entire company,8606,6,5,1,2,,,
Highland,California,San Bernardino County,United States,92346,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-15 21:40:25,2021-04-30 12:45:58,2021-01-13 03:26:48,2022-01-12,2021-01-13,,,2020-12-15 22:29:13,,,,Open,,entire company,8604,7,6,1,3,,,
Farmingdale,New York,Suffolk County,United States,11735,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-15 19:52:40,2021-04-30 12:45:58,2020-12-16 01:22:09,2021-06-29,2021-04-20,,,2020-12-16 01:24:34,,,,Open,,entire company,8603,5,4,1,3,,,
Floral Park,New York,Nassau County,United States,11001,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 19:32:07,2021-04-30 12:45:58,2020-12-15 20:17:02,,2021-02-08,,,2020-12-15 20:17:43,2021-02-02 04:23:44,2021-02-02 04:23:44,,Lost,Unresponsive,entire company,8602,4,4,0,1,,,
Hopkins,South Carolina,Richland County,United States,29061,,Salesperson 3,Salesperson 3,8289.7,USD,8289.7,USD,0,,Sales,,Quote,2020-12-15 16:47:56,2021-04-30 12:45:58,2020-12-16 01:11:10,2021-05-25,2021-02-16,,,2021-02-15 22:39:14,,,,Open,,entire company,8601,12,12,0,42,,,
San Francisco,California,San Francisco County,United States,94132,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 14:21:41,2021-05-14 07:03:25,2020-12-17 03:13:33,,2021-05-12,,,2021-02-04 08:28:32,2021-05-14 07:03:25,2021-05-14 07:03:25,,Lost,Unresponsive,entire company,8600,2,2,0,2,,,
Stroudsburg,Pennsylvania,Monroe County,United States,18360,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 11:59:54,2021-05-12 05:21:09,2020-12-15 22:26:10,,2021-02-10,,2020-12-15 22:25:59,2020-12-15 22:25:55,2021-05-12 05:21:09,2021-05-12 05:21:09,,Lost,Unresponsive,entire company,8599,3,3,0,4,,,
Paramus,New Jersey,Bergen County,United States,07652,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 09:51:00,2021-05-04 06:05:24,2020-12-16 00:09:17,2021-06-09,2021-02-09,,,,,,,Open,,entire company,8598,3,3,0,2,,,
Covington,Georgia,Newton County,United States,30016,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 09:09:47,2021-04-30 12:45:58,2020-12-16 01:03:24,,2021-03-19,,,,2021-03-19 04:26:21,2021-03-19 04:26:21,,Lost,Unresponsive,entire company,8597,3,3,0,0,,,
Bristol,Pennsylvania,Bucks County,United States,19007,,Salesperson 5,Salesperson 5,7500,USD,3750,USD,50,,Sales,,Discussion,2020-12-15 09:04:59,2021-05-14 04:25:12,2020-12-16 00:17:26,2021-05-20,2021-03-16,,,2020-12-16 00:18:43,,,,Open,,entire company,8596,1,1,0,7,,,
Ridgewood,New Jersey,Bergen County,United States,07451,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-15 08:44:30,2021-04-30 12:45:58,2020-12-15 19:24:10,,2021-02-09,,,2020-12-15 19:27:56,2021-02-09 02:12:25,2021-02-09 02:12:25,,Lost,Unresponsive,entire company,8595,4,3,1,1,,,
Oakland,California,Alameda County,United States,94601,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 08:25:40,2021-05-14 05:38:15,2020-12-15 23:19:10,2021-06-04,2021-03-16,,,,,,,Open,,entire company,8594,2,2,0,1,,,
Los Gatos,California,Santa Clara County,United States,95032,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-15 05:40:24,2021-05-25 08:26:25,2020-12-15 22:15:35,2021-06-15,2021-04-27,,,,,,,Open,,entire company,8593,2,2,0,0,,,
Menlo Park,California,San Mateo County,United States,94025,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 03:51:44,2021-04-30 12:45:58,2020-12-15 04:20:20,,2021-01-21,,,2020-12-15 04:21:19,2021-01-21 02:58:07,2021-01-21 02:58:07,,Lost,Unresponsive,entire company,8592,5,3,2,4,,,
Perth Amboy,New Jersey,Middlesex County,United States,08861,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 03:42:14,2021-05-13 07:57:56,2020-12-15 22:01:55,2021-06-10,2021-05-12,,,2021-05-13 07:57:49,,,,Open,,entire company,8591,3,2,1,2,,,
San Jose,California,Santa Clara County,United States,95133,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-15 00:59:25,2021-04-30 12:45:58,2020-12-15 23:24:51,,2020-12-16,,,,2020-12-15 23:16:22,2020-12-15 23:16:22,,Lost,Unresponsive,entire company,8590,4,2,2,2,,,
Fayetteville,North Carolina,Cumberland County,United States,28307,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 21:47:04,2021-05-25 04:53:47,2020-12-15 23:45:42,2021-07-28,2021-05-25,,,2021-02-16 03:46:45,,,,Open,,entire company,8589,3,2,1,2,,,
Las Vegas,Nevada,Clark County,United States,89104,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 21:42:49,2021-04-30 12:45:58,2020-12-15 04:54:45,2021-06-01,2021-02-17,,,,,,,Open,,entire company,8588,4,3,1,2,,,
Chicago,Illinois,Cook County,United States,60610,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 21:19:32,2021-05-11 06:12:39,2020-12-15 21:51:49,2021-06-08,2021-05-11,,2020-12-15 20:27:29,2021-05-11 06:12:25,,,,Open,,entire company,8587,2,2,0,1,,,
Downey,California,Los Angeles County,United States,90240,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 19:16:58,2021-04-30 12:45:58,2021-01-13 03:19:31,2021-07-14,2021-01-13,,,2020-12-15 21:57:22,,,,Open,,entire company,8586,4,2,2,2,,,
West Columbia,South Carolina,Lexington County,United States,29169,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 18:48:08,2021-04-30 12:45:58,2020-12-15 04:36:12,,2021-04-22,,,2021-04-22 06:38:57,2021-04-22 06:39:19,2021-04-22 06:39:19,,Lost,Unresponsive,entire company,8585,4,4,0,1,,,
San Jose,California,Santa Clara County,United States,95119,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 09:42:31,2021-04-30 12:45:58,2020-12-15 00:23:45,,2021-03-01,,,2021-02-04 08:33:31,2021-03-03 03:10:41,2021-03-03 03:10:41,,Lost,Unresponsive,entire company,8584,5,3,2,2,,,
Inglewood,California,Los Angeles County,United States,90305,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 08:55:52,2021-04-30 12:45:58,2020-12-14 21:38:28,,2021-02-09,,,2020-12-15 04:10:15,2021-02-09 02:12:42,2021-02-09 02:12:42,,Lost,Wasn't serious,entire company,8583,3,3,0,2,,,
Pound Ridge,New York,Westchester County,United States,10576,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 08:51:09,2021-04-30 12:45:58,2020-12-14 22:33:58,,2021-04-20,,,2021-03-22 05:25:23,2021-04-20 03:48:12,2021-04-20 03:48:12,,Lost,Just wanted Brochure,entire company,8582,2,2,0,1,,,
Henderson,Nevada,Clark County,United States,89044,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 08:12:42,2021-04-12 05:17:21,2021-02-01 00:40:19,,2021-03-28,2021-03-28 13:00:00,2021-04-07 23:24:08,2021-04-07 23:41:57,,2021-03-28 13:00:00,,Won,,entire company,8581,5,5,0,3,,,
Bound Brook,New Jersey,Somerset County,United States,08805,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 06:17:11,2021-04-30 12:45:58,2021-03-18 04:31:06,2021-05-20,2021-01-07,,2021-01-10 00:15:29,2021-01-12 00:21:12,,,,Open,,entire company,8580,4,3,1,3,,,
Rock Tavern,New York,Orange County,United States,12575,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 05:47:19,2021-04-30 12:45:58,2020-12-15 04:25:43,2021-10-22,2021-04-22,,,2020-12-15 04:24:47,,,,Open,,entire company,8579,3,3,0,1,,,
New York,New York,New York County,United States,10004,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-14 05:37:00,2021-03-31 06:15:51,2021-02-18 03:10:36,,2021-02-17,2021-02-18 03:10:39,2021-01-16 19:12:48,2021-01-14 04:08:01,,2021-02-18 03:10:39,,Won,,entire company,8578,2,2,0,1,,,
Amityville,New York,Nassau County,United States,11701,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 03:41:04,2021-04-30 12:45:58,2020-12-16 01:37:09,,2020-12-23,,,2020-12-16 01:36:23,2020-12-23 03:08:54,2020-12-23 03:08:54,,Lost,Unresponsive,entire company,8577,4,2,2,5,,,
Winter Park,Florida,Orange County,United States,32789,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 02:48:49,2021-05-05 06:00:49,2020-12-15 00:37:07,2021-06-08,2021-05-05,,,2021-02-04 08:37:00,,,,Open,,entire company,8576,4,4,0,3,,,
Pinole,California,Contra Costa County,United States,94564,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 02:39:56,2021-05-10 08:00:33,2020-12-14 03:48:49,2021-06-10,2021-05-10,,,2021-05-10 08:00:21,,,,Open,,entire company,8575,5,5,0,3,,,
Escondido,California,San Diego County,United States,92029,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 02:28:44,2021-04-30 12:45:58,2020-12-14 03:55:52,2021-06-01,2021-03-16,,,2020-12-14 03:58:04,,,,Open,,entire company,8574,4,2,2,2,,,
South Miami,Florida,Miami-Dade County,United States,33143,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-14 00:59:26,2021-05-24 06:18:59,2020-12-14 01:11:09,,2021-03-24,,,2021-02-04 08:39:44,2021-05-24 06:18:59,2021-05-24 06:18:59,,Lost,Unresponsive,entire company,8573,4,4,0,4,,,
Greenvale,New York,Nassau County,United States,11548,,Salesperson 2,Salesperson 2,9000,USD,2250,USD,25,,Sales,,Discussion,2020-12-14 00:51:07,2021-04-30 12:45:58,2020-12-14 03:45:34,,2021-01-18,,,2020-12-14 03:45:19,2021-04-19 06:21:32,2021-04-19 06:21:32,,Lost,Unresponsive,entire company,8572,5,4,1,2,,,
Spring Hill,Florida,Hernando County,United States,34609,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-13 22:18:32,2021-04-30 12:45:58,2021-02-17 00:02:57,,2021-03-03,,,2020-12-13 23:30:06,2021-03-03 05:59:01,2021-03-03 05:59:01,,Lost,Unresponsive,entire company,8571,4,3,1,1,,,
Woodlawn,Maryland,Baltimore County,United States,21244,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 22:17:23,2021-05-16 09:48:56,,2021-06-17,2021-05-17,,,2021-05-16 09:48:19,,,,Open,,entire company,8570,4,2,2,3,,,
Trenton,New Jersey,Mercer County,United States,08611,,Salesperson 3,Salesperson 3,10100.8,USD,10100.8,USD,,,Sales,,Quote,2020-12-13 21:20:34,2021-05-14 05:33:17,2020-12-14 04:03:47,2021-05-26,2021-03-16,,,2020-12-14 04:03:00,,,,Open,,entire company,8569,10,9,1,24,,,
Glen Ellen,California,Sonoma County,United States,95442,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 19:24:39,2021-04-30 12:45:58,2020-12-14 03:53:24,2021-05-20,2021-03-11,,,2020-12-14 03:53:12,,,,Open,,entire company,8568,2,2,0,2,,,
Tewksbury,New Jersey,Hunterdon County,United States,08858,,Salesperson 5,Salesperson 5,15900.75,USD,15900.75,USD,70,,Sales,,Quote,2020-12-13 19:19:29,2021-04-30 12:45:58,2020-12-13 19:38:33,,2021-02-16,,,2020-12-13 19:39:24,2021-02-16 03:09:06,2021-02-16 03:09:06,,Lost,Unresponsive,entire company,8567,17,16,1,38,,,
Middletown,New Jersey,Monmouth County,United States,07718,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-13 17:29:39,2021-04-30 12:45:58,2020-12-14 00:50:52,,2021-04-02,,,2021-03-19 05:09:15,2021-04-07 07:13:17,2021-04-07 07:13:17,,Lost,Wasn't serious,entire company,8566,2,2,0,0,,,
Burbank,California,Los Angeles County,United States,91510,,Salesperson 3,Salesperson 3,7500,USD,750,USD,10,,Sales,,Discussion,2020-12-13 13:47:42,2021-04-30 12:45:58,2020-12-14 00:54:04,,2021-03-22,,,2020-12-14 00:53:51,2021-04-27 03:50:22,2021-04-27 03:50:22,,Lost,Unresponsive,entire company,8565,3,2,1,1,,,
Tinton Falls,New Jersey,Monmouth County,United States,07712,,Salesperson 4,Salesperson 4,7000,USD,1750,USD,25,,Sales,,Discussion,2020-12-13 13:18:21,2021-04-30 12:45:58,2020-12-14 01:09:05,2021-07-01,2021-02-05,,2021-01-13 07:00:29,2021-01-13 05:02:57,,,2021-04-22,Open,,entire company,8564,7,7,0,0,,,
Lake Forest,California,Orange County,United States,92610,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 11:05:34,2021-04-30 12:45:58,2021-01-11 01:21:58,2021-06-03,2021-04-08,,,2020-12-13 23:17:32,,,,Open,,entire company,8563,4,2,2,2,,,
San Pablo,California,Contra Costa County,United States,94806,,Salesperson 3,Salesperson 3,6430.8,USD,5787.72,USD,90,,Sales,,Hot Pipeline,2020-12-13 10:14:33,2021-04-30 12:45:58,2021-01-11 01:25:57,2021-06-24,2021-02-19,,2020-12-14 03:33:52,2020-12-14 03:35:06,,,,Open,,entire company,8562,7,6,1,45,,,
Tappan,New York,Rockland County,United States,10983,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 09:03:26,2021-04-30 12:45:58,2020-12-13 19:22:14,,2021-03-04,,,2020-12-13 19:23:25,2021-03-04 02:29:11,2021-03-04 02:29:11,,Lost,Unresponsive,entire company,8561,5,5,0,3,,,
Chocowinity,North Carolina,Beaufort County,United States,27817,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 08:50:20,2021-04-30 12:45:58,2020-12-13 09:11:03,,2021-03-30,,,2021-03-16 06:02:53,2021-04-01 01:12:41,2021-04-01 01:12:41,2021-02-18,Lost,Unresponsive,entire company,8560,3,3,0,1,,,
Kenilworth,New Jersey,Union County,United States,07033,,Salesperson 3,Salesperson 3,2945,USD,2945,USD,,,Sales,,Quote,2020-12-13 08:31:20,2021-04-30 12:45:58,2020-12-13 19:27:54,,2021-01-28,,,2020-12-13 19:29:30,2021-01-28 03:50:03,2021-01-28 03:50:03,,Lost,Unresponsive,entire company,8559,3,3,0,5,,,
Redding,Connecticut,Fairfield County,United States,06896,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-13 07:37:26,2021-04-30 12:45:58,2020-12-14 01:17:32,2021-05-27,2021-02-16,,,2021-02-15 23:10:08,,,,Open,,entire company,8558,3,2,1,1,,,
Princeton,New Jersey,Mercer County,United States,08542,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 06:08:51,2021-05-10 07:58:26,2020-12-13 23:02:53,2021-06-10,2021-05-10,,,2021-05-10 07:58:15,,,,Open,,entire company,8557,1,1,0,0,,,
Greenlawn,New York,Suffolk County,United States,11740,,Salesperson 5,Salesperson 5,9590,USD,2397.5,USD,25,,Sales,,Discussion,2020-12-13 05:35:06,2021-05-07 05:32:35,2021-02-11 06:12:11,2021-06-25,2021-05-07,,2021-02-04 08:51:57,2021-02-11 06:11:01,,,2021-03-25,Open,,entire company,8556,4,4,0,4,,,
Summit,New Jersey,Union County,United States,07901,,Salesperson 5,Salesperson 5,6022.75,USD,6022.75,USD,30,,Sales,,Quote,2020-12-13 05:08:45,2021-05-21 03:56:14,2020-12-13 22:57:14,,2021-05-21,,,2021-02-08 04:29:54,2021-05-10 06:43:17,2021-05-10 06:43:17,,Lost,Unresponsive,entire company,8555,13,13,0,25,,,
Mount Sinai,New York,Suffolk County,United States,11766,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 02:27:50,2021-04-30 12:45:58,2020-12-13 22:47:41,,2021-02-16,,,,2021-04-13 23:19:28,2021-04-13 23:19:28,,Lost,Unresponsive,entire company,8554,5,5,0,3,,,
Magnolia,Texas,Montgomery County,United States,77354,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-13 00:41:00,2021-05-14 05:54:07,2020-12-14 00:02:16,2021-05-17,2020-12-22,2020-12-22 23:12:35,,2020-12-15 00:37:56,,2020-12-22 23:12:35,,Won,,entire company,8553,2,1,1,1,,,
New York,New York,New York County,United States,10018,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-13 00:39:02,2021-04-30 12:45:58,2021-03-19 02:20:11,,2021-04-12,,,2021-04-11 08:51:50,2021-04-11 08:53:01,2021-04-11 08:53:01,,Lost,Out of budget,entire company,8552,3,3,0,2,,,
Palisades Park,New Jersey,Bergen County,United States,07650,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,New Lead,2020-12-12 23:31:54,2021-04-30 12:45:58,2020-12-13 19:32:07,,2021-02-11,,,2020-12-13 19:33:21,2021-02-11 20:12:12,2021-02-11 20:12:12,,Lost,Unresponsive,entire company,8551,2,2,0,2,,,
Sacramento,California,Sacramento County,United States,95835,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-12 22:18:18,2021-04-30 12:45:58,2020-12-13 08:53:31,,2021-04-13,,,2021-03-11 06:16:01,2021-04-13 06:30:57,2021-04-13 06:30:57,,Lost,Unresponsive,entire company,8550,8,6,2,8,,,
Trabuco Canyon,California,Orange County,United States,92679,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 20:09:28,2021-04-30 12:45:58,2020-12-13 09:09:53,,2021-03-25,,,2021-03-11 06:24:51,2021-03-31 01:11:09,2021-03-31 01:11:09,,Lost,Just wanted Brochure,entire company,8549,4,4,0,9,,,
Baldwin Park,California,Los Angeles County,United States,91706,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 20:05:37,2021-04-30 12:45:58,2021-03-02 05:40:15,2021-07-13,2021-04-13,,,2021-01-25 02:38:04,,,,Open,,entire company,8548,3,2,1,1,,,
East Northport,New York,Suffolk County,United States,11731,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-12 19:49:51,2021-05-10 21:47:53,2020-12-13 22:31:22,2021-06-07,2021-05-10,,,2020-12-13 22:29:06,,,,Open,,entire company,8547,2,2,0,1,,,
Norwalk,California,Los Angeles County,United States,90650,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 19:45:02,2021-04-30 12:45:58,2020-12-13 19:33:41,,2021-02-15,,,2020-12-13 19:35:21,2021-02-15 20:36:30,2021-02-15 20:36:30,,Lost,Unresponsive,entire company,8546,3,1,2,2,,,
Oakland,California,Alameda County,United States,94621,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-12 15:26:59,2021-03-26 01:12:40,2020-12-14 01:08:46,,2021-01-08,2021-01-10 23:16:10,2021-03-25 07:20:05,2021-03-26 01:12:36,,2021-01-10 23:16:10,,Won,,entire company,8545,2,2,0,3,,,
Roosevelt,New York,Nassau County,United States,11575,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 11:58:56,2021-04-30 12:45:58,2020-12-13 19:35:58,,2021-02-22,,,2020-12-13 19:36:57,2021-02-21 21:19:39,2021-02-21 21:19:39,,Lost,Unresponsive,entire company,8544,3,3,0,1,,,
Ewing Township,New Jersey,Mercer County,United States,08618,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 07:51:47,2021-05-10 07:44:25,2020-12-13 22:26:44,2021-06-10,2021-05-10,,,2021-05-10 07:42:28,,,,Open,,entire company,8543,2,1,1,1,,,
Beachwood,New Jersey,Ocean County,United States,08722,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 07:30:45,2021-05-25 03:43:29,2020-12-14 04:12:52,,2021-05-25,,,2021-02-16 04:41:00,2021-05-25 03:43:29,2021-05-25 03:43:29,,Lost,Unresponsive,entire company,8542,4,2,2,3,,,
Bridgewater Township,New Jersey,Somerset County,United States,08836,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-12 00:47:42,2021-02-24 06:16:30,2021-01-11 03:34:57,,2021-02-24,,,2020-12-13 22:23:06,2021-02-24 06:16:30,2021-02-24 06:16:30,,Lost,Unresponsive,entire company,8541,3,2,1,2,,,
Avalon,California,Los Angeles County,United States,90704,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 21:26:11,2021-04-30 12:45:56,2020-12-13 09:03:27,,2021-03-18,,,2021-03-18 02:26:54,2021-03-18 02:27:17,2021-03-18 02:27:17,,Lost,Unresponsive,entire company,8540,5,5,0,4,,,
Gilroy,California,Santa Clara County,United States,95020,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 13:51:00,2020-12-11 21:40:49,2020-12-11 21:40:49,,,,,,,,,Open,,entire company,8539,4,4,0,3,,,
American Canyon,California,Napa County,United States,94503,,Salesperson 3,Salesperson 3,7500,USD,2250,USD,30,,Sales,,Discussion,2020-12-11 08:46:09,2021-04-30 12:45:56,2020-12-13 09:03:05,,2021-04-02,,,2021-03-19 05:07:52,2021-04-01 01:51:25,2021-04-01 01:51:25,,Lost,Unresponsive,entire company,8538,4,3,1,1,,,
Hesperia,California,San Bernardino County,United States,92345,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 07:54:31,2021-04-30 12:45:56,2021-01-11 03:41:54,,2021-01-27,,,2020-12-13 22:20:30,2021-01-27 04:15:41,2021-01-27 04:15:41,,Lost,Unresponsive,entire company,8537,5,5,0,3,,,
Tampa,Florida,Hillsborough County,United States,33626,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 06:14:54,2021-05-14 05:54:07,2020-12-14 00:05:03,2021-05-17,2020-12-16,,,,,,,Open,,entire company,8536,3,2,1,1,,,
Melville,New York,Suffolk County,United States,11747,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 05:25:54,2021-05-14 04:25:12,2020-12-13 23:18:35,2021-05-20,2021-03-16,,,2020-12-13 23:20:30,,,,Open,,entire company,8535,4,2,2,2,,,
Whittier,California,Los Angeles County,United States,90606,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 05:04:43,2020-12-29 03:19:57,,,2020-12-17,,,,2020-12-29 03:19:57,2020-12-29 03:19:57,,Lost,Unresponsive,entire company,8534,4,4,0,1,,,
Paterson,New Jersey,Passaic County,United States,07524,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-11 00:52:54,2021-04-30 12:45:56,2020-12-13 23:10:10,2021-06-08,2021-04-27,,,2021-04-27 06:25:44,,,,Open,,entire company,8533,2,2,0,1,,,
Locust Valley,New York,Nassau County,United States,11560,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 12:20:37,2021-04-30 12:45:56,2021-02-25 00:37:02,2021-06-03,2021-04-08,,,2020-12-10 20:51:17,,,,Open,,entire company,8532,5,5,0,3,,,
Taos,New Mexico,Taos County,United States,87571,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 11:43:27,2021-04-07 01:02:04,2020-12-11 03:55:22,,2021-02-26,2021-01-24 14:00:00,2021-04-06 06:03:00,2021-04-06 04:51:27,,2021-01-24 14:00:00,,Won,,entire company,8531,4,4,0,4,,,
Salinas,California,Monterey County,United States,93907,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 10:46:12,2021-04-30 12:45:56,2021-01-08 04:54:51,,2021-02-25,,,2020-12-10 20:48:24,2021-03-24 23:09:21,2021-03-24 23:09:21,,Lost,Unresponsive,entire company,8530,2,2,0,2,,,
Concord,California,Contra Costa County,United States,94518,,Salesperson 3,Salesperson 3,4995,USD,2497.5,USD,50,,Sales,,Discussion,2020-12-10 09:57:22,2021-04-30 12:45:56,2020-12-10 20:40:55,,2021-02-18,,,2020-12-10 20:44:12,2021-02-18 20:07:46,2021-02-18 20:07:46,,Lost,Unresponsive,entire company,8529,4,4,0,3,,,
San Anselmo,California,Marin County,United States,94960,,Salesperson 4,Salesperson 4,9295,USD,9295,USD,100,,Sales,,Quote,2020-12-10 09:54:20,2021-04-30 12:45:56,2020-12-10 20:46:48,,2021-01-25,,,2020-12-10 20:48:00,2021-01-26 02:09:49,2021-01-26 02:09:49,,Lost,Unresponsive,entire company,8528,4,3,1,22,,,
